vertex_1,vertex_2,cl_ID
v_1604,v_4880,153
v_2515,v_4880,153
v_2109,v_2505,154
v_2109,v_3749,154
v_2505,v_3749,154
v_227,v_2079,155
v_227,v_3939,155
v_2079,v_3939,155
v_909,v_1854,156
v_909,v_2513,156
v_1854,v_2513,156
v_2279,v_3031,157
v_2279,v_3617,157
v_3031,v_3617,157
v_1680,v_2831,158
v_1680,v_2914,158
v_2831,v_2914,158
v_1186,v_3752,159
v_1186,v_4229,159
v_3752,v_4229,159
v_2173,v_3209,160
v_2173,v_4799,160
v_3209,v_4799,160
v_1036,v_2722,162
v_1036,v_3251,162
v_2722,v_3251,162
v_2854,v_3014,163
v_2854,v_4837,163
v_3014,v_4837,163
v_660,v_969,164
v_660,v_2048,164
v_969,v_2048,164
v_2964,v_3348,165
v_2964,v_4926,165
v_3348,v_4926,165
v_2121,v_2551,166
v_2121,v_2792,166
v_2551,v_2792,166
v_532,v_535,167
v_532,v_1192,167
v_535,v_1192,167
v_907,v_930,168
v_907,v_1594,168
v_930,v_1594,168
v_3279,v_4865,169
v_562,v_4865,170
v_23,v_273,171
v_23,v_804,171
v_273,v_804,171
v_1006,v_1278,172
v_1006,v_2816,172
v_1278,v_2816,172
v_204,v_656,173
v_204,v_851,173
v_656,v_851,173
v_588,v_2893,175
v_588,v_2909,175
v_2893,v_2909,175
v_3790,v_4143,176
v_3251,v_4143,177
v_2487,v_2694,178
v_2487,v_4761,178
v_2694,v_4761,178
v_800,v_2709,179
v_800,v_3606,179
v_2709,v_3606,179
v_2874,v_4185,180
v_2874,v_4329,180
v_4185,v_4329,180
v_636,v_1569,181
v_636,v_3067,181
v_1569,v_3067,181
v_1938,v_2268,182
v_1938,v_3224,182
v_2268,v_3224,182
v_568,v_4075,183
v_568,v_4942,183
v_4075,v_4942,183
v_1997,v_2380,184
v_1896,v_2380,185
v_4667,v_4758,186
v_4667,v_4818,186
v_4758,v_4818,186
v_232,v_738,187
v_232,v_4813,187
v_738,v_4813,187
v_143,v_205,188
v_143,v_4260,188
v_205,v_4260,188
v_4014,v_4049,189
v_4014,v_4535,189
v_4049,v_4535,189
v_19,v_3924,190
v_19,v_4017,190
v_3924,v_4017,190
v_668,v_1227,191
v_668,v_1945,191
v_1227,v_1945,191
v_1165,v_3113,192
v_1165,v_3744,192
v_3113,v_3744,192
v_622,v_3955,193
v_622,v_4775,193
v_3955,v_4775,193
v_114,v_1751,194
v_114,v_2455,194
v_1751,v_2455,194
v_1696,v_2997,195
v_1696,v_3036,195
v_2997,v_3036,195
v_319,v_2164,196
v_319,v_3794,196
v_2164,v_3794,196
v_201,v_2451,197
v_201,v_4837,197
v_2451,v_4837,197
v_41,v_996,198
v_41,v_4566,198
v_996,v_4566,198
v_541,v_1025,199
v_541,v_1332,199
v_1025,v_1332,199
v_110,v_2725,200
v_110,v_4311,200
v_2725,v_4311,200
v_1949,v_3142,201
v_1949,v_4359,201
v_3142,v_4359,201
v_1535,v_2727,202
v_1535,v_3899,202
v_2727,v_3899,202
v_510,v_1723,203
v_510,v_4064,203
v_1723,v_4064,203
v_3034,v_3894,204
v_3034,v_4845,204
v_3894,v_4845,204
v_1755,v_4391,205
v_1755,v_4429,205
v_4391,v_4429,205
v_2671,v_3932,206
v_2671,v_4127,206
v_3932,v_4127,206
v_1260,v_1931,207
v_1260,v_4589,207
v_1931,v_4589,207
v_958,v_3639,208
v_958,v_3780,208
v_3639,v_3780,208
v_597,v_1297,209
v_597,v_915,210
v_597,v_2896,210
v_915,v_2896,210
v_2289,v_4058,211
v_1767,v_2289,212
v_1767,v_4826,212
v_2289,v_4826,212
v_2283,v_3643,213
v_840,v_2283,214
v_840,v_4283,214
v_2283,v_4283,214
v_262,v_382,215
v_262,v_1189,215
v_382,v_1189,215
v_2707,v_4434,216
v_2355,v_2388,217
v_2355,v_4434,217
v_2388,v_4434,217
v_133,v_1311,218
v_133,v_1795,218
v_1311,v_1795,218
v_2813,v_2848,219
v_2813,v_4933,219
v_2848,v_4933,219
v_1794,v_2848,220
v_1633,v_4392,221
v_977,v_1228,222
v_977,v_1633,222
v_1228,v_1633,222
v_589,v_3453,223
v_589,v_4284,223
v_3453,v_4284,223
v_530,v_589,224
v_530,v_4351,224
v_589,v_4351,224
v_2360,v_2565,225
v_79,v_2565,226
v_79,v_4012,226
v_2565,v_4012,226
v_2516,v_2852,227
v_2516,v_4000,227
v_2852,v_4000,227
v_2490,v_2852,228
v_2490,v_3248,228
v_2852,v_3248,228
v_2075,v_2563,229
v_2075,v_4845,229
v_2563,v_4845,229
v_264,v_3456,230
v_44,v_264,231
v_44,v_3525,231
v_264,v_3525,231
v_3879,v_3977,232
v_1045,v_3806,233
v_1045,v_3977,233
v_3806,v_3977,233
v_4399,v_4736,234
v_1248,v_3054,235
v_1248,v_4399,235
v_3054,v_4399,235
v_3413,v_4395,236
v_3413,v_4934,236
v_4395,v_4934,236
v_893,v_4395,237
v_3339,v_4322,238
v_3339,v_4394,238
v_4322,v_4394,238
v_1932,v_4394,239
v_135,v_1661,240
v_135,v_669,241
v_135,v_1415,241
v_669,v_1415,241
v_1897,v_3530,242
v_1897,v_3535,242
v_3530,v_3535,242
v_883,v_1897,243
v_2474,v_3555,244
v_2474,v_4238,244
v_3555,v_4238,244
v_1116,v_3555,245
v_3141,v_3865,246
v_485,v_3141,247
v_485,v_3588,247
v_3141,v_3588,247
v_1786,v_3140,248
v_1609,v_3140,249
v_1609,v_3216,249
v_3140,v_3216,249
v_4383,v_4532,250
v_1492,v_2583,251
v_1492,v_4383,251
v_2583,v_4383,251
v_2062,v_4234,252
v_2062,v_4381,252
v_4234,v_4381,252
v_539,v_4381,253
v_3137,v_3266,254
v_1797,v_3137,255
v_1797,v_3241,255
v_3137,v_3241,255
v_1521,v_2641,256
v_1521,v_3116,256
v_2641,v_3116,256
v_89,v_2898,257
v_89,v_3116,257
v_2898,v_3116,257
v_1827,v_3506,258
v_1827,v_3411,259
v_1827,v_4270,259
v_3411,v_4270,259
v_3467,v_4266,260
v_3467,v_4958,260
v_4266,v_4958,260
v_3416,v_4958,261
v_1954,v_4000,262
v_2808,v_3681,263
v_1900,v_3681,264
v_1539,v_3681,265
v_953,v_2063,266
v_953,v_2256,266
v_2063,v_2256,266
v_953,v_1178,267
v_2873,v_2903,268
v_2873,v_4732,268
v_2903,v_4732,268
v_828,v_2873,269
v_3118,v_3890,270
v_3118,v_4945,270
v_3890,v_4945,270
v_3081,v_4945,271
v_2174,v_3466,272
v_2174,v_3542,272
v_3466,v_3542,272
v_1760,v_3542,273
v_202,v_1656,274
v_202,v_4267,274
v_1656,v_4267,274
v_202,v_1478,275
v_742,v_4014,276
v_1138,v_2265,277
v_1138,v_1821,278
v_1138,v_2458,278
v_1821,v_2458,278
v_4863,v_4932,279
v_1772,v_4238,280
v_1772,v_4932,280
v_4238,v_4932,280
v_287,v_1650,281
v_287,v_1289,282
v_287,v_2218,282
v_1289,v_2218,282
v_4025,v_4330,283
v_1118,v_1210,284
v_1118,v_4330,284
v_1210,v_4330,284
v_3615,v_4831,285
v_3375,v_3615,286
v_3375,v_4579,286
v_3615,v_4579,286
v_1589,v_3968,287
v_793,v_1589,288
v_793,v_2400,288
v_1589,v_2400,288
v_2654,v_4160,289
v_2654,v_4312,289
v_4160,v_4312,289
v_1810,v_4312,290
v_3391,v_3953,291
v_3391,v_4307,291
v_3953,v_4307,291
v_1154,v_4307,292
v_3025,v_3529,293
v_3025,v_4028,293
v_3529,v_4028,293
v_2183,v_4028,294
v_3076,v_4786,295
v_131,v_3076,296
v_131,v_3429,296
v_3076,v_3429,296
v_270,v_2405,297
v_270,v_765,298
v_270,v_1989,298
v_765,v_1989,298
v_3538,v_3715,299
v_3538,v_3952,299
v_3715,v_3952,299
v_3085,v_3715,300
v_4271,v_1169,301
v_2472,v_4271,302
v_2472,v_4839,302
v_4271,v_4839,302
v_88,v_399,303
v_88,v_4459,303
v_399,v_4459,303
v_1920,v_2983,304
v_1920,v_3045,304
v_2983,v_3045,304
v_1120,v_3045,305
v_2375,v_4051,306
v_561,v_694,307
v_561,v_4051,307
v_694,v_4051,307
v_1837,v_2670,308
v_1474,v_1976,309
v_1474,v_2670,309
v_1976,v_2670,309
v_4846,v_3452,310
v_3782,v_3452,311
v_1145,v_3452,312
v_928,v_2357,313
v_928,v_2287,314
v_928,v_4305,314
v_2287,v_4305,314
v_2535,v_3074,315
v_2535,v_4486,315
v_3074,v_4486,315
v_2535,v_2624,316
v_200,v_3591,317
v_200,v_4912,317
v_3591,v_4912,317
v_84,v_4912,318
v_2168,v_2676,319
v_2168,v_3503,319
v_2676,v_3503,319
v_792,v_1893,320
v_792,v_2676,320
v_1893,v_2676,320
v_2867,v_3003,321
v_2867,v_3029,321
v_3003,v_3029,321
v_816,v_3029,322
v_927,v_4165,323
v_280,v_927,324
v_280,v_2767,324
v_927,v_2767,324
v_1198,v_4069,325
v_307,v_4069,326
v_307,v_4960,326
v_4069,v_4960,326
v_1687,v_2174,327
v_1687,v_4074,327
v_2174,v_4074,327
v_1173,v_4074,328
v_1000,v_3002,329
v_219,v_1617,330
v_219,v_3002,330
v_1617,v_3002,330
v_1534,v_4585,331
v_1534,v_4682,331
v_4585,v_4682,331
v_1127,v_1534,332
v_982,v_4291,333
v_56,v_966,334
v_56,v_982,334
v_966,v_982,334
v_1096,v_1551,335
v_477,v_1096,336
v_477,v_1857,336
v_1096,v_1857,336
v_1840,v_4085,337
v_1840,v_4110,337
v_4085,v_4110,337
v_2355,v_2932,338
v_716,v_2481,339
v_716,v_2932,339
v_2481,v_2932,339
v_2600,v_2683,340
v_2600,v_2869,340
v_2683,v_2869,340
v_428,v_2683,341
v_764,v_4611,342
v_764,v_2114,343
v_764,v_3374,343
v_2114,v_3374,343
v_4144,v_4923,344
v_3350,v_4144,345
v_3350,v_4557,345
v_4144,v_4557,345
v_1880,v_4065,346
v_1880,v_4142,346
v_4065,v_4142,346
v_2781,v_2939,347
v_782,v_2881,348
v_782,v_2939,348
v_2881,v_2939,348
v_7,v_751,349
v_7,v_351,350
v_7,v_2777,350
v_351,v_2777,350
v_1082,v_1736,351
v_1082,v_1679,352
v_1082,v_1793,352
v_1679,v_1793,352
v_1803,v_2775,353
v_1803,v_3027,353
v_2775,v_3027,353
v_712,v_1803,354
v_2516,v_3135,355
v_2516,v_2927,356
v_231,v_3748,357
v_231,v_3227,358
v_231,v_3111,359
v_231,v_4575,359
v_3111,v_4575,359
v_2712,v_4871,360
v_1523,v_4455,361
v_1523,v_4871,361
v_4455,v_4871,361
v_1288,v_2254,362
v_1288,v_3171,362
v_2254,v_3171,362
v_528,v_1288,363
v_916,v_2278,364
v_534,v_916,365
v_534,v_3812,365
v_916,v_3812,365
v_1344,v_1347,366
v_1344,v_2737,366
v_1347,v_2737,366
v_191,v_1344,367
v_191,v_3224,367
v_1344,v_3224,367
v_915,v_2017,368
v_504,v_3096,369
v_504,v_2389,370
v_504,v_3953,370
v_2389,v_3953,370
v_1280,v_2651,371
v_1235,v_1280,372
v_1235,v_3732,372
v_1280,v_3732,372
v_2700,v_4025,373
v_1647,v_1813,374
v_1647,v_2700,374
v_1813,v_2700,374
v_1850,v_1933,375
v_1850,v_2194,375
v_1933,v_2194,375
v_429,v_1850,376
v_3024,v_3775,377
v_3024,v_4194,377
v_3775,v_4194,377
v_485,v_3775,378
v_1571,v_1637,379
v_1571,v_4830,379
v_1637,v_4830,379
v_42,v_3456,380
v_42,v_3660,380
v_3456,v_3660,380
v_3538,v_4808,381
v_741,v_4351,382
v_741,v_4808,382
v_4351,v_4808,382
v_2348,v_4795,383
v_1837,v_4471,384
v_1837,v_4795,384
v_4471,v_4795,384
v_2512,v_2717,385
v_1759,v_2717,386
v_1759,v_3169,386
v_2717,v_3169,386
v_2459,v_2745,387
v_1711,v_2044,388
v_1711,v_2459,388
v_2044,v_2459,388
v_619,v_2456,389
v_619,v_3145,389
v_2456,v_3145,389
v_427,v_2456,390
v_1263,v_3621,391
v_1263,v_2760,392
v_1263,v_4438,392
v_2760,v_4438,392
v_2702,v_3416,393
v_180,v_2083,394
v_180,v_3416,394
v_2083,v_3416,394
v_1401,v_1169,395
v_932,v_1401,396
v_932,v_1656,396
v_1401,v_1656,396
v_82,v_1401,397
v_3793,v_4760,398
v_1770,v_3284,399
v_1770,v_4760,399
v_3284,v_4760,399
v_3403,v_3986,400
v_2334,v_3199,401
v_2334,v_3403,401
v_3199,v_3403,401
v_2442,v_2639,402
v_1314,v_2442,403
v_1314,v_4638,403
v_2442,v_4638,403
v_223,v_490,404
v_223,v_2356,404
v_490,v_2356,404
v_24,v_490,405
v_3816,v_4715,406
v_685,v_3816,407
v_685,v_4097,407
v_3816,v_4097,407
v_1347,v_2407,408
v_3392,v_3465,409
v_832,v_3392,410
v_832,v_3584,410
v_3392,v_3584,410
v_3390,v_4480,411
v_235,v_3390,412
v_235,v_4096,412
v_3390,v_4096,412
v_3386,v_4378,413
v_640,v_1383,414
v_640,v_3386,414
v_1383,v_3386,414
v_357,v_3856,415
v_56,v_357,416
v_56,v_1780,416
v_357,v_1780,416
v_733,v_1966,417
v_733,v_4922,417
v_1966,v_4922,417
v_120,v_1966,418
v_120,v_2338,418
v_1966,v_2338,418
v_1908,v_4708,419
v_230,v_2639,420
v_230,v_4708,420
v_2639,v_4708,420
v_223,v_4988,421
v_223,v_1547,422
v_2473,v_1871,423
v_1963,v_1871,424
v_341,v_1871,425
v_2407,v_2738,426
v_2407,v_3660,426
v_2738,v_3660,426
v_84,v_2271,427
v_84,v_443,428
v_84,v_932,428
v_443,v_932,428
v_316,v_4148,429
v_316,v_1433,430
v_316,v_1872,430
v_1433,v_1872,430
v_4140,v_4673,431
v_4140,v_4936,431
v_4673,v_4936,431
v_4112,v_4673,432
v_2963,v_3846,433
v_1049,v_3595,434
v_1049,v_3846,434
v_3595,v_3846,434
v_806,v_2400,435
v_806,v_2704,435
v_2400,v_2704,435
v_2566,v_4664,436
v_522,v_4139,437
v_522,v_4664,437
v_4139,v_4664,437
v_1008,v_2846,438
v_1008,v_3178,438
v_2846,v_3178,438
v_1008,v_2698,439
v_2398,v_2861,440
v_2398,v_3335,440
v_2861,v_3335,440
v_872,v_2398,441
v_120,v_4211,444
v_3340,v_3668,445
v_1184,v_2904,446
v_1184,v_3340,446
v_2904,v_3340,446
v_2097,v_3339,447
v_1876,v_2693,448
v_361,v_736,449
v_361,v_1876,449
v_736,v_1876,449
v_415,v_963,450
v_415,v_2652,450
v_963,v_2652,450
v_142,v_963,451
v_2385,v_3072,452
v_1174,v_2385,453
v_1174,v_3806,453
v_2385,v_3806,453
v_964,v_2629,454
v_964,v_1249,455
v_964,v_2832,455
v_1249,v_2832,455
v_836,v_4632,456
v_479,v_1814,457
v_479,v_4632,457
v_1814,v_4632,457
v_609,v_2777,458
v_1221,v_1975,459
v_1221,v_2443,459
v_1975,v_2443,459
v_408,v_1221,460
v_3317,v_3599,461
v_355,v_3317,462
v_355,v_4029,462
v_3317,v_4029,462
v_1994,v_4625,463
v_922,v_2461,464
v_922,v_4625,464
v_2461,v_4625,464
v_453,v_1169,465
v_444,v_1159,466
v_444,v_606,467
v_444,v_1350,467
v_606,v_1350,467
v_1323,v_3124,468
v_1323,v_4615,468
v_3124,v_4615,468
v_1155,v_4615,469
v_3142,v_3301,470
v_53,v_3301,471
v_53,v_3308,471
v_3301,v_3308,471
v_2357,v_3395,472
v_2357,v_3672,472
v_3395,v_3672,472
v_52,v_2357,473
v_3986,v_4575,474
v_1686,v_3491,475
v_1686,v_4931,475
v_3491,v_4931,475
v_1286,v_1686,476
v_156,v_4337,477
v_156,v_1894,478
v_156,v_4709,478
v_1894,v_4709,478
v_156,v_385,479
v_2338,v_4559,480
v_505,v_1190,481
v_505,v_4559,481
v_1190,v_4559,481
v_3836,v_4552,482
v_331,v_3886,483
v_331,v_4552,483
v_3886,v_4552,483
v_2092,v_3560,484
v_2092,v_3904,484
v_3560,v_3904,484
v_799,v_3904,485
v_799,v_3924,485
v_3904,v_3924,485
v_3483,v_3908,486
v_1946,v_2748,487
v_1946,v_3908,487
v_2748,v_3908,487
v_4071,v_4536,488
v_742,v_2987,489
v_742,v_4536,489
v_2987,v_4536,489
v_780,v_3250,490
v_780,v_3660,490
v_3250,v_3660,490
v_2547,v_3247,491
v_548,v_1698,492
v_548,v_3247,492
v_1698,v_3247,492
v_513,v_4526,493
v_236,v_1182,494
v_236,v_4526,494
v_1182,v_4526,494
v_1361,v_4520,495
v_1361,v_4669,495
v_4520,v_4669,495
v_1361,v_2093,496
v_4766,v_169,497
v_4285,v_169,498
v_1063,v_169,499
v_2016,v_3121,500
v_2016,v_2750,501
v_2016,v_3147,501
v_2750,v_3147,501
v_89,v_1048,502
v_1421,v_3229,503
v_1421,v_4953,503
v_3229,v_4953,503
v_713,v_3229,504
v_1893,v_2334,505
v_1030,v_3934,506
v_1030,v_4063,506
v_3934,v_4063,506
v_300,v_3461,507
v_300,v_4098,507
v_3461,v_4098,507
v_142,v_300,508
v_297,v_4127,509
v_297,v_661,510
v_297,v_4524,510
v_661,v_4524,510
v_105,v_4700,511
v_105,v_1747,512
v_105,v_3023,512
v_1747,v_3023,512
v_792,v_3584,513
v_792,v_4401,513
v_3584,v_4401,513
v_1387,v_3023,514
v_1387,v_4480,514
v_3023,v_4480,514
v_481,v_2156,515
v_456,v_481,516
v_456,v_3379,516
v_481,v_3379,516
v_3213,v_4334,517
v_3213,v_4796,517
v_4334,v_4796,517
v_919,v_3213,518
v_530,v_3198,519
v_2360,v_3569,520
v_691,v_2650,521
v_691,v_3569,521
v_2650,v_3569,521
v_602,v_2525,522
v_602,v_2012,523
v_602,v_4952,523
v_2012,v_4952,523
v_829,v_2782,524
v_269,v_829,525
v_269,v_1978,525
v_829,v_1978,525
v_1894,v_3805,526
v_2839,v_4674,527
v_121,v_651,528
v_121,v_2839,528
v_651,v_2839,528
v_880,v_3876,529
v_880,v_4904,529
v_3876,v_4904,529
v_880,v_1103,530
v_880,v_1325,530
v_1103,v_1325,530
v_2579,v_3979,531
v_2579,v_4278,531
v_3979,v_4278,531
v_1723,v_1993,532
v_1723,v_2579,532
v_1993,v_2579,532
v_340,v_3989,533
v_340,v_4134,533
v_3989,v_4134,533
v_340,v_1665,534
v_340,v_3273,534
v_1665,v_3273,534
v_2368,v_3595,535
v_1231,v_3235,536
v_1231,v_3595,536
v_3235,v_3595,536
v_2359,v_3597,537
v_2359,v_4364,537
v_3597,v_4364,537
v_1229,v_3005,538
v_1229,v_3597,538
v_3005,v_3597,538
v_484,v_3290,539
v_484,v_4220,539
v_3290,v_4220,539
v_484,v_2571,540
v_484,v_763,541
v_484,v_801,541
v_763,v_801,541
v_950,v_1710,542
v_950,v_4757,542
v_1710,v_4757,542
v_494,v_950,543
v_494,v_4249,543
v_950,v_4249,543
v_3605,v_4985,544
v_2984,v_3605,545
v_1859,v_3605,546
v_10,v_3310,547
v_10,v_3605,547
v_3310,v_3605,547
v_2593,v_2940,548
v_2593,v_4088,548
v_2940,v_4088,548
v_2123,v_2593,549
v_2123,v_4574,549
v_2593,v_4574,549
v_1238,v_2078,550
v_1238,v_3611,550
v_2078,v_3611,550
v_742,v_3611,551
v_742,v_4098,551
v_3611,v_4098,551
v_2599,v_4392,552
v_1504,v_2599,553
v_1239,v_2599,554
v_1239,v_4462,554
v_2599,v_4462,554
v_956,v_2327,555
v_956,v_4686,555
v_2327,v_4686,555
v_908,v_956,556
v_815,v_956,557
v_815,v_2838,557
v_956,v_2838,557
v_1342,v_3424,558
v_1342,v_4714,558
v_3424,v_4714,558
v_1342,v_1892,559
v_1342,v_4239,559
v_1892,v_4239,559
v_489,v_3826,560
v_489,v_4604,560
v_3826,v_4604,560
v_489,v_813,561
v_489,v_4589,561
v_813,v_4589,561
v_241,v_489,562
v_1527,v_3633,563
v_1319,v_3633,564
v_483,v_591,565
v_483,v_3633,565
v_591,v_3633,565
v_1652,v_3580,566
