vertex_1,vertex_2,cl_ID
296,365,71581
395,427,72265
271,395,72265
271,427,72265
271,298,72821
271,343,72821
298,343,72821
169,170,73610
159,169,73610
159,170,73610
6,170,74157
6,157,74157
157,170,74157
6,169,74927
6,167,74927
167,169,74927
157,169,75491
186,186,76153
34,186,76153
186,338,76821
186,186,76821
186,341,77489
186,186,77489
144,186,78157
186,186,78157
186,186,78825
95,186,78825
115,186,79493
186,186,79493
186,296,80161
186,186,80161
186,450,80829
186,186,80829
231,319,81595
319,449,81595
231,449,81595
186,319,82165
186,186,82165
231,294,82931
294,295,82931
231,295,82931
159,161,83696
161,231,83696
159,231,83696
186,294,84169
186,186,84169
176,420,84936
420,426,84936
176,426,84936
186,186,85505
186,420,85505
231,339,86272
339,342,86272
231,342,86272
186,339,86841
186,186,86841
38,88,87609
88,153,87609
38,153,87609
38,427,88177
285,308,88955
308,375,88955
285,375,88955
186,308,89513
186,186,89513
186,375,90181
186,373,90181
373,375,90181
373,373,90181
186,186,90181
373,373,91041
71,312,91041
71,373,91041
312,373,91041
12,249,91721
176,249,91721
12,176,91721
182,249,92296
12,182,92853
9,12,92853
9,182,92853
9,176,93588
9,16,93588
16,176,93588
16,182,94241
16,17,94241
17,182,94241
17,176,94862
17,18,94862
18,176,94862
18,18,94862
18,182,95525
18,18,95525
146,302,96386
302,365,96386
146,365,96386
231,365,96973
127,335,97793
127,332,97793
332,335,97793
243,245,98477
6,245,98477
6,243,98477
4,243,98951
4,241,98951
241,243,98951
6,241,99533
4,6,100311
193,382,101239
193,376,101239
376,382,101239
153,186,101637
186,186,101637
186,190,101637
153,190,101637
111,190,102206
111,231,102206
190,231,102206
111,153,102873
57,61,103643
57,153,103643
61,153,103643
57,186,104209
186,186,104209
61,186,104877
186,186,104877
186,203,105673
186,442,105673
203,442,105673
186,186,105673
231,427,106213
203,231,106213
203,427,106213
208,304,107189
208,427,107189
304,427,107189
88,427,107895
202,427,107895
88,202,107895
427,442,108400
439,442,108400
427,439,108400
231,442,108885
202,231,108885
202,442,108885
231,439,109886
220,231,109886
220,439,109886
88,231,110513
88,201,110513
201,231,110513
221,408,111179
231,408,111179
221,231,111179
231,300,111916
300,387,111916
231,387,111916
186,211,112325
88,186,112325
186,186,112325
88,211,112325
88,221,112893
186,416,113708
186,221,113708
221,416,113708
186,186,113708
221,376,114229
221,293,114897
186,269,115853
186,220,115853
220,269,115853
186,186,115853
127,376,116408
127,220,116408
220,376,116408
127,186,117010
186,186,117010
269,408,117711
205,269,117711
205,408,117711
89,109,118237
109,269,118237
89,269,118237
128,220,119185
210,220,119185
128,210,119185
134,210,119649
134,216,119649
210,216,119649
128,134,120241
201,220,121046
201,202,121046
202,220,121046
186,186,121634
186,210,121634
201,210,121634
186,201,121634
210,272,122245
272,300,122245
210,300,122245
186,233,123326
186,426,123326
186,186,123326
233,426,123326
233,305,123600
233,400,123600
305,400,123600
186,400,124249
186,186,124249
186,305,124917
186,186,124917
205,426,125686
204,426,125686
204,205,125686
186,186,126253
186,204,126253
186,213,126253
204,213,126253
205,213,126921
346,347,127778
347,426,127778
346,426,127778
147,147,128393
147,186,128393
186,438,128393
186,186,128393
147,438,128393
314,315,128953
315,438,128953
314,438,128953
303,438,129594
426,438,129594
303,426,129594
186,315,130261
186,186,130261
146,186,131032
186,419,131032
146,419,131032
186,186,131032
147,147,131597
147,419,131597
186,408,132394
92,408,132394
92,186,132394
186,186,132394
66,67,132945
66,408,132945
67,408,132945
283,284,133701
284,408,133701
283,408,133701
2,3,134366
3,408,134366
2,408,134366
345,346,135040
346,408,135040
345,408,135040
146,147,135612
147,147,135612
92,147,135612
92,146,135612
186,345,136273
186,186,136273
67,186,136941
186,186,136941
2,186,137609
186,186,137609
186,346,138277
186,186,138277
186,284,138945
186,186,138945
186,283,139613
186,186,139613
66,186,140281
186,186,140281
381,418,141046
408,418,141046
381,408,141046
186,186,141617
186,418,141617
73,348,142382
146,348,142382
73,146,142382
147,147,142953
147,348,142953
145,146,143715
145,145,143715
145,158,143715
146,158,143715
147,147,144289
147,158,144289
146,405,145051
164,405,145051
146,164,145051
146,159,145742
145,145,146293
145,405,146293
135,167,147132
146,167,147132
135,146,147132
186,186,147872
186,216,147872
186,273,147872
216,273,147872
145,145,148510
145,186,148510
186,186,148510
145,259,148510
186,259,148510
161,259,148989
259,295,148989
161,295,148989
147,147,149641
147,258,149641
147,259,149641
258,259,149641
145,145,150301
145,258,150301
186,186,150969
161,186,150969
186,318,151862
186,451,151862
318,451,151862
186,186,151862
185,306,152663
185,186,152663
186,306,152663
306,306,152663
186,186,152663
185,185,152663
186,323,153245
323,324,153245
323,323,153245
186,324,153245
186,186,153245
186,383,153910
186,186,153910
135,186,153910
135,383,153910
383,384,154459
384,431,154459
383,431,154459
11,408,155046
384,408,155046
11,384,155046
11,383,155734
299,300,156314
11,300,156314
11,299,156314
186,299,157217
186,431,157217
299,431,157217
186,186,157217
386,387,157811
387,431,157811
386,431,157811
387,408,158329
10,387,158329
10,408,158329
386,408,159052
10,386,159655
10,299,160417
10,300,161062
10,451,161660
449,451,161660
10,449,161660
186,387,162325
186,186,162325
186,186,162993
186,386,162993
186,384,163661
186,186,163661
186,300,164530
186,186,164530
135,426,165121
135,299,165121
299,426,165121
146,408,165665
299,408,165665
146,299,165665
146,300,166525
135,406,167090
135,407,167090
406,407,167090
407,426,167669
406,426,168411
124,131,169090
131,426,169090
124,426,169090
131,135,169673
124,135,170341
250,304,171101
304,426,171101
250,426,171101
135,250,171677
126,133,172459
133,146,172459
126,146,172459
133,147,173013
133,408,173013
147,408,173013
147,147,173013
126,408,173681
126,147,174349
147,147,174349
205,304,175126
135,304,175126
135,205,175126
304,316,175685
231,316,175685
231,304,175685
205,208,176353
208,316,176353
205,316,176353
183,426,177171
183,383,177171
383,426,177171
273,408,178022
273,426,178022
408,426,178022
147,147,178694
147,273,178694
128,408,179168
216,408,179168
128,216,179168
147,426,179700
147,147,179700
147,216,179700
216,426,179700
335,336,180603
336,426,180603
335,426,180603
173,175,181153
175,426,181153
173,426,181153
208,426,182074
136,208,182074
136,426,182074
146,426,182742
146,246,182742
246,426,182742
197,198,183385
198,426,183385
197,426,183385
196,200,183918
200,426,183918
196,426,183918
146,198,184454
196,198,184454
146,196,184454
146,200,185286
147,147,185705
147,196,185705
147,147,186463
147,349,186463
73,349,186463
73,147,186463
281,349,187041
281,426,187041
349,426,187041
73,281,187709
73,426,188377
145,408,189137
145,145,189137
408,416,189137
145,416,189137
300,408,189815
110,408,190467
408,441,191166
408,451,191888
147,147,192385
147,211,192385
147,416,192385
211,416,192385
185,408,193308
185,185,193308
145,147,193810
145,145,193810
147,147,193810
145,185,193810
147,185,193810
185,185,193810
147,147,194396
147,430,194396
147,175,194396
175,430,194396
147,147,195134
147,303,195134
93,147,195134
93,303,195134
145,145,195800
110,432,195800
145,432,195800
110,145,195800
145,145,196484
145,424,196484
424,425,196484
145,425,196484
145,145,197061
145,175,197061
145,145,197729
145,303,197729
147,147,198397
110,147,198397
147,147,199065
147,424,199065
145,145,199733
145,430,199733
147,147,200401
147,432,200401
147,147,201128
147,425,201128
145,145,201834
93,145,201834
143,349,202523
349,408,202523
143,408,202523
145,145,203073
205,349,203073
145,205,203073
145,349,203073
145,145,204028
145,206,204028
58,60,204554
58,408,204554
60,408,204554
147,147,205077
60,147,205077
145,145,205745
60,145,205745
408,417,206577
417,427,206577
408,427,206577
147,147,207081
147,417,207081
145,145,207749
145,417,207749
63,408,208608
63,364,208608
364,408,208608
147,147,209090
147,205,209090
147,364,209090
205,364,209090
145,145,209753
145,364,209753
147,147,210651
147,206,210651
62,205,211228
62,63,211228
63,205,211228
147,147,211757
63,147,211757
145,145,212425
63,145,212425
128,205,213242
128,441,213242
205,441,213242
147,147,213761
147,441,213761
145,145,214429
145,441,214429
202,205,215430
14,202,215430
14,205,215430
145,145,216050
145,202,216050
295,408,216643
202,408,216643
202,295,216643
147,147,217223
147,202,217223
202,439,217863
267,439,217863
202,267,217863
186,202,218437
186,186,218437
145,145,219177
145,320,219177
145,321,219177
320,321,219177
147,147,219851
147,320,219851
147,322,219851
320,322,219851
147,147,220441
147,321,220441
145,145,221109
145,322,221109
300,431,221851
147,300,221851
147,147,221851
147,431,221851
145,145,222517
145,431,222517
167,431,222517
145,167,222517
147,147,223113
147,167,223113
145,300,223781
145,145,223781
145,145,224523
145,326,224523
326,328,224523
145,328,224523
147,147,225196
147,326,225196
147,327,225196
326,327,225196
147,147,225785
147,328,225785
145,145,226453
145,327,226453
145,145,227191
4,404,227191
145,404,227191
4,145,227191
147,147,227789
4,147,227789
147,147,228528
147,159,228528
147,164,228528
159,164,228528
145,145,229268
145,162,229268
162,164,229268
145,164,229268
147,147,229876
147,404,229876
147,162,229876
162,404,229876
186,186,230462
186,393,230462
186,404,230462
393,404,230462
162,393,231130
186,186,231797
162,186,231797
145,145,232465
145,159,232465
145,145,233203
145,329,233203
329,333,233203
145,333,233203
147,147,233883
147,329,233883
147,332,233883
329,332,233883
147,147,234469
147,333,234469
147,147,235211
54,147,235211
53,54,235211
53,147,235211
145,145,235805
54,145,235805
145,145,236547
143,145,236547
145,332,236547
143,332,236547
332,444,237141
147,147,237908
143,147,237908
147,335,237908
143,335,237908
147,147,238719
147,342,238719
145,145,239218
145,235,239218
235,237,239218
145,237,239218
147,147,239885
147,235,239885
147,236,239885
235,236,239885
145,145,240520
145,444,240520
236,444,240520
145,236,240520
147,147,241149
147,237,241149
147,147,241892
147,444,241892
147,147,242574
135,147,242574
135,136,242574
136,147,242574
183,208,243153
135,208,243153
135,183,243153
145,145,243915
145,154,243915
53,145,243915
53,154,243915
150,426,244489
53,150,244489
53,426,244489
55,154,245206
55,150,245206
150,154,245206
150,285,245825
55,426,246493
147,147,247259
147,231,247259
147,324,247259
231,324,247259
145,145,247829
145,324,247829
324,335,247829
145,335,247829
231,335,248664
145,145,249270
145,342,249270
186,335,249905
335,342,249905
186,342,249905
186,186,249905
334,335,250501
186,295,251267
186,439,251267
186,186,251267
295,439,251267
145,145,251941
145,231,251941
145,318,251941
231,318,251941
231,451,252623
147,147,253173
147,152,253173
147,318,253173
152,318,253173
145,145,254093
145,211,254093
145,145,254584
145,152,254584
145,285,254584
152,285,254584
149,152,255177
147,147,256004
285,373,256004
147,373,256004
147,285,256004
373,373,256004
145,145,256513
145,373,256513
373,373,256513
145,145,257261
145,244,257261
145,451,257261
244,451,257261
147,147,257849
147,451,257849
334,336,258630
186,336,258630
186,186,258630
186,334,258630
147,147,259185
147,336,259185
145,145,259853
145,336,259853
147,147,260664
147,238,260664
147,244,260664
238,244,260664
147,147,261378
147,334,261378
36,37,261992
36,145,261992
37,145,261992
145,145,261992
37,147,262605
33,37,262605
33,147,262605
147,147,262605
36,147,263272
147,147,263272
147,153,264006
147,390,264006
153,390,264006
147,147,264006
33,390,264617
33,408,264617
390,408,264617
33,145,265280
33,153,265280
145,153,265280
145,145,265280
145,390,265924
145,145,265924
59,153,266726
58,59,266726
58,153,266726
59,70,267380
70,408,267380
59,408,267380
147,147,267869
59,147,267869
145,145,268537
59,145,268537
147,147,269280
147,198,269280
58,147,269280
58,198,269280
145,145,269873
58,145,269873
147,147,270708
122,147,270708
147,147,271357
147,311,271357
200,311,271357
147,200,271357
200,408,271956
198,200,271956
198,408,271956
200,217,272545
145,145,273343
122,198,273343
145,198,273343
122,145,273343
198,311,273958
198,261,273958
261,311,273958
261,408,274549
145,145,275381
145,334,275381
238,334,275381
145,238,275381
334,369,276004
369,410,276004
334,410,276004
186,186,276553
238,369,276553
186,238,276553
186,369,276553
238,410,277222
186,186,277889
186,410,277889
412,429,278636
334,412,278636
334,429,278636
334,443,279225
238,429,279992
412,443,280697
238,443,280697
238,412,280697
412,440,281292
439,440,281292
412,439,281292
439,443,281897
93,301,282659
93,412,282659
301,412,282659
301,443,283233
440,443,283233
301,440,283233
93,443,283902
93,440,284570
186,186,285237
186,440,285237
186,186,285905
186,443,285905
149,429,286649
149,186,286649
186,429,286649
186,186,286649
149,323,287317
149,412,287317
323,412,287317
323,323,287317
186,412,287909
186,186,287909
323,429,288577
323,323,288577
145,145,289337
145,149,289337
145,145,289992
145,323,289992
323,325,289992
145,325,289992
323,323,289992
147,147,290582
147,323,290582
323,323,290582
147,147,291249
147,325,291249
147,147,291995
147,149,291995
147,154,291995
149,154,291995
149,352,292585
352,355,292585
149,355,292585
154,355,293257
154,352,294014
186,243,294679
3,186,294679
3,243,294679
186,186,294679
3,7,295257
7,238,295257
3,238,295257
147,147,296101
147,208,296101
147,245,296101
208,245,296101
145,145,296778
145,245,296778
147,147,297453
147,197,297453
154,245,298079
245,408,298079
154,408,298079
205,231,298705
205,245,298705
231,245,298705
154,205,299366
208,231,300011
154,208,300011
154,231,300011
205,397,300674
205,263,300674
263,397,300674
397,397,300674
231,397,301269
397,397,301269
231,263,301937
146,208,302785
197,208,302785
146,197,302785
197,231,303349
186,205,303941
186,197,303941
197,205,303941
186,186,303941
136,205,304791
70,125,305462
125,205,305462
70,205,305462
147,147,306038
70,147,306038
184,205,306686
184,347,306686
205,347,306686
137,205,307394
186,347,307949
186,186,307949
153,231,308857
153,311,308857
231,311,308857
13,112,309334
112,231,309334
13,231,309334
112,153,309953
205,217,310833
217,311,310833
205,311,310833
311,408,311439
208,311,311439
208,408,311439
145,145,311957
145,311,311957
186,311,312625
186,186,312625
207,217,313386
217,408,313386
207,408,313386
89,186,313961
89,217,313961
186,217,313961
186,186,313961
186,186,314780
13,186,314780
146,205,315558
146,183,315558
183,205,315558
146,188,316202
146,231,316202
188,231,316202
89,231,316891
198,231,316891
89,198,316891
198,205,317506
198,409,317506
205,409,317506
186,208,318041
186,186,318041
70,186,318041
70,208,318041
198,208,318811
145,145,319482
145,208,319482
125,208,319482
125,145,319482
145,145,319973
70,145,319973
186,186,320800
125,186,320800
184,186,321382
137,184,321382
137,186,321382
186,186,321382
137,141,321977
137,448,321977
141,448,321977
186,198,322759
186,186,322759
186,302,322759
198,302,322759
186,448,323313
186,186,323313
186,376,324140
186,186,324140
136,186,324140
136,376,324140
136,248,324723
136,408,324723
248,408,324723
62,408,325458
125,408,325458
62,125,325458
145,145,325985
136,145,325985
145,145,326864
108,145,326864
68,108,326864
68,145,326864
147,147,327534
68,147,327534
7,147,327534
7,68,327534
147,147,328127
108,147,328127
145,145,328792
7,145,328792
147,147,329541
147,183,329541
147,246,329541
183,246,329541
145,145,330204
145,176,330204
145,183,330204
176,183,330204
155,184,330876
145,145,330876
145,184,330876
145,155,330876
145,145,331510
145,368,331510
368,370,331510
145,370,331510
155,408,332069
155,368,332069
368,408,332069
147,147,332665
147,368,332665
153,408,333512
153,370,333512
370,408,333512
147,155,334130
147,147,334130
147,370,334130
155,370,334130
147,413,334889
147,414,334889
413,414,334889
147,147,334889
147,147,335558
147,173,335558
155,413,336159
155,426,336159
413,426,336159
414,426,336767
146,413,337434
295,298,338096
295,426,338096
298,426,338096
155,295,338790
155,267,338790
267,295,338790
220,298,339345
220,267,339345
267,298,339345
146,155,340208
155,414,340208
146,414,340208
155,434,340737
264,434,340737
155,264,340737
264,414,341349
155,220,342170
96,220,342170
96,155,342170
220,414,342779
153,220,342779
153,414,342779
96,414,343492
153,306,344274
306,306,344274
306,422,344274
153,422,344274
145,145,344856
145,422,344856
399,422,344856
145,399,344856
306,306,345507
306,399,345507
306,408,345507
399,408,345507
147,147,346025
147,399,346025
147,298,346890
147,147,346890
147,422,346890
298,422,346890
155,298,347522
77,155,347522
77,298,347522
104,298,348109
104,337,348109
298,337,348109
155,337,348759
107,298,349484
107,394,349484
298,394,349484
155,394,350082
105,280,350818
105,298,350818
280,298,350818
155,280,351386
102,298,352143
102,402,352143
298,402,352143
155,402,352711
106,298,353509
106,401,353509
298,401,353509
155,401,354094
103,298,354847
103,309,354847
298,309,354847
155,309,355453
298,392,356118
32,298,356118
32,392,356118
32,155,356713
75,298,357382
75,392,358049
155,392,358049
75,155,358049
298,409,358790
298,317,358790
317,409,358790
155,317,359385
298,382,360225
215,298,360225
215,382,360225
176,408,360867
176,298,360867
298,408,360867
146,298,361469
146,184,361469
184,298,361469
146,295,362057
146,176,362057
176,295,362057
147,295,362876
147,147,362876
147,184,362876
184,295,362876
147,147,363542
147,176,363542
188,302,364157
188,408,364157
302,408,364157
176,184,364729
184,302,364729
176,302,364729
184,188,365434
184,198,365434
188,198,365434
176,198,366065
176,188,366809
184,437,367401
435,437,367401
184,435,367401
408,437,368105
155,437,368737
176,437,368737
155,176,368737
176,435,369405
147,147,370241
376,427,370241
147,427,370241
147,376,370241
147,147,370897
14,147,370897
14,371,370897
147,371,370897
147,147,371517
306,306,371517
147,306,371517
147,409,371517
306,409,371517
145,145,372077
306,306,372077
145,427,372077
145,306,372077
306,427,372077
409,427,372880
145,145,373596
145,409,373596
14,408,374155
14,376,374155
376,408,374155
371,408,374903
145,145,375417
14,145,375417
145,145,376195
145,376,376195
371,376,376195
145,371,376195
128,376,376890
248,376,376890
128,248,376890
147,147,377424
125,147,377424
147,248,377424
125,248,377424
125,128,378089
147,147,378831
128,147,378831
62,147,378831
62,128,378831
145,145,379425
62,145,379425
145,248,379425
62,248,379425
145,145,380093
128,145,380093
351,390,380767
351,366,380767
366,390,380767
390,426,381429
366,426,382097
351,426,382765
154,285,383445
154,426,383445
285,426,383445
151,154,384101
151,426,384769
151,285,385437
276,343,386167
276,388,386167
343,388,386167
155,343,386773
155,388,387490
155,276,388127
119,278,388828
101,119,388828
101,278,388828
278,426,389445
101,426,390113
119,426,390781
186,256,391453
186,313,391453
256,313,391453
186,186,391453
313,314,392117
256,314,392786
186,314,393453
186,186,393453
187,233,394143
185,185,394143
185,187,394143
185,233,394143
185,185,394789
185,234,394789
187,234,395457
233,234,396125
187,425,396860
423,425,396860
187,423,396860
233,423,397461
233,425,398129
381,382,398935
233,381,398935
233,382,398935
186,187,399549
186,186,399549
186,381,399549
187,381,399549
187,382,400232
227,228,400801
227,381,400801
228,381,400801
50,227,401480
50,406,401480
227,406,401480
50,228,402137
228,406,402805
29,30,403525
29,228,403525
30,228,403525
30,227,404141
29,227,404809
187,371,405531
187,411,405531
371,411,405531
100,227,406208
87,100,406208
87,227,406208
87,228,406813
100,228,407482
28,44,408285
44,227,408285
28,227,408285
44,228,408868
28,228,409510
28,230,410155
229,230,410155
28,229,410155
44,229,410823
44,230,411490
98,229,412208
98,432,412208
229,432,412208
230,432,412825
98,230,413494
178,230,414209
178,181,414209
181,230,414209
181,229,414830
178,229,415498
177,230,416207
177,180,416207
180,230,416207
180,229,416835
177,229,417502
285,374,418370
230,285,418370
230,374,418370
229,374,418914
228,374,419578
227,374,420206
229,285,420935
228,285,421583
227,285,422184
173,174,422847
173,285,422847
174,285,422847
174,374,423515
173,374,424183
173,388,424882
173,396,424882
388,396,424882
174,396,425517
174,388,426185
174,337,426887
287,337,426887
174,287,426887
173,337,427521
173,287,428191
173,402,428895
173,292,428895
292,402,428895
174,292,429525
174,402,430195
174,401,430891
291,401,430891
174,291,430891
173,401,431530
173,291,432198
173,394,432903
173,288,432903
288,394,432903
174,288,433534
174,394,434202
78,79,434907
78,174,434907
79,174,434907
79,173,435537
78,173,436205
174,280,436912
280,289,436912
174,289,436912
173,289,437542
173,280,438209
186,186,438959
186,226,438959
186,363,438959
226,363,438959
39,39,439724
27,39,439724
39,227,439724
27,227,439724
27,230,440232
27,229,440883
27,228,441550
186,411,442217
186,186,442217
186,371,442885
186,186,442885
39,39,443738
39,229,443738
39,39,444221
39,230,444221
39,39,444889
39,228,444889
187,363,445584
187,376,445584
363,376,445584
226,233,446239
226,376,446239
233,376,446239
187,226,446893
233,363,447561
46,104,448256
46,228,448256
104,228,448256
46,227,448897
104,227,449565
104,155,449565
155,227,449565
48,227,450266
48,106,450266
106,227,450266
48,228,450901
106,228,451569
106,155,451569
155,228,451569
107,155,452268
102,155,452947
105,155,453612
103,155,454289
24,227,454945
24,102,454945
102,227,454945
24,228,455577
102,228,456245
26,105,456949
26,228,456949
105,228,456949
105,227,457581
26,227,458249
25,227,458944
25,103,458944
103,227,458944
25,228,459585
103,228,460253
47,227,460979
47,107,460979
107,227,460979
107,228,461589
47,228,462257
155,422,463101
49,155,463101
49,422,463101
191,227,463621
191,297,463621
227,297,463621
191,228,464261
174,286,464956
174,370,464956
286,370,464956
173,370,465597
174,309,466268
153,174,467036
173,309,467601
173,286,467601
286,309,467601
153,286,468269
153,173,469023
164,229,469632
160,164,469632
160,229,469632
164,230,470273
118,173,470969
40,118,470969
40,173,470969
40,174,471609
118,186,472277
118,174,472277
174,186,472277
186,186,472277
174,435,472982
365,435,472982
174,365,472982
173,365,473613
186,435,474346
173,186,474346
173,435,474346
186,186,474346
117,228,474977
116,117,474977
116,228,474977
117,227,475617
41,227,476313
41,77,476313
77,227,476313
41,228,476953
77,228,477621
77,422,477621
228,422,477621
227,408,478316
408,422,478316
227,422,478316
228,293,478986
228,357,478986
293,357,478986
227,357,479625
228,295,480391
36,45,480989
45,229,480989
36,229,480989
36,230,481629
173,414,482325
173,290,482325
290,414,482325
174,290,482965
174,414,483633
174,434,483633
414,434,483633
172,173,484302
172,434,484302
173,434,484302
172,174,484969
139,229,485666
139,142,485666
142,229,485666
142,230,486305
141,230,486973
139,141,486973
139,230,486973
186,229,487653
141,186,487653
141,229,487653
186,186,487653
229,293,488363
229,295,488363
293,295,488363
227,295,488977
230,295,489645
205,227,490342
116,227,490342
116,205,490342
68,227,491082
68,109,491082
109,227,491082
68,228,491676
68,229,492318
68,230,492986
116,186,493653
186,186,493653
129,445,494352
229,445,494352
129,229,494352
129,230,494989
64,65,495688
65,228,495688
64,228,495688
65,227,496325
96,172,497026
96,229,497026
172,229,497026
172,230,497661
153,230,498329
96,153,498329
96,230,498329
205,229,499028
143,205,499028
143,229,499028
143,230,499665
109,229,500382
205,228,501034
109,205,501034
109,228,501034
109,230,501669
205,246,502455
230,408,503038
408,445,503038
230,445,503038
74,444,503673
444,445,503673
74,445,503673
408,444,504341
130,449,505037
229,449,505037
130,229,505037
130,230,505677
186,230,506370
186,449,506370
186,186,506370
230,449,506370
230,293,507043
45,230,507732
186,227,508349
186,293,508349
227,293,508349
186,186,508349
64,227,509028
64,413,509028
227,413,509028
186,228,509711
186,413,509711
228,413,509711
186,186,509711
228,297,510394
160,186,511049
140,160,511049
140,186,511049
186,186,511049
160,230,511690
140,168,512398
140,230,512398
168,230,512398
153,229,513026
168,229,513026
153,168,513026
140,229,513694
140,153,514362
153,233,515162
186,207,515841
1,207,515841
1,186,515841
186,186,515841
1,218,516483
1,229,516483
218,229,516483
218,218,516483
1,228,517043
1,227,517702
1,230,518370
64,186,519037
186,186,519037
186,186,519746
42,186,519746
186,239,520418
186,186,520418
218,228,521144
218,218,521144
218,230,521709
218,218,521709
218,227,522377
218,218,522377
186,436,523187
186,186,523187
42,49,523740
42,228,523740
49,228,523740
42,227,524381
153,227,525049
49,227,525049
49,153,525049
227,243,525744
227,239,525744
239,243,525744
228,239,526385
228,243,527089
7,243,527089
7,228,527089
99,228,527768
7,227,528416
7,99,528416
99,227,528416
6,7,529057
6,227,529779
6,108,529779
108,227,529779
6,228,530408
6,360,531061
6,428,531061
360,428,531061
108,408,531729
408,428,531729
108,428,531729
360,408,532397
108,360,533065
108,228,533733
122,230,534438
122,199,534438
199,230,534438
